Time, rotorL_beta_b1, Inflow(0), Inflow(1), Inflow(2), Inflow(3), Inflow(4), Inflow(5), X_e(0), X_e(1), X_e(2), alpha(0), alpha(1), alpha(2), v_b(0), v_b(1), v_b(2), omega_b(0), omega_b(1), omega_b(2), 
0.84, -1.40546, 0.0217084, 0.000336979, 0.00224355, 0.0217658, -0.000259676, 0.00226413, 0.187407, -0.0132757, -10.4187, -0.0488012, -6.23667, -0.00225606, 0.554954, -0.0224213, -0.409724, 3.07707, 1.10354, -0.151814, 
0.842, -1.38149, 0.0217115, 0.000338529, 0.00228212, 0.0217692, -0.000264434, 0.00230273, 0.188601, -0.0133221, -10.4194, -0.0431438, -6.23442, -0.00204743, 0.556945, -0.0232746, -0.408974, 2.60301, 1.14637, 0.361014, 
0.844, -1.35299, 0.0217145, 0.000347459, 0.00231897, 0.0217726, -0.000260843, 0.0023392, 0.189799, -0.0133704, -10.4201, -0.0387412, -6.23206, -0.000909792, 0.558866, -0.0244014, -0.408249, 1.92312, 1.21624, 0.771587, 
0.846, -1.32109, 0.0217175, 0.000363475, 0.00235232, 0.021776, -0.000249374, 0.00237184, 0.191001, -0.013421, -10.4208, -0.0359072, -6.22956, 0.000915756, 0.56079, -0.0256878, -0.407554, 1.10898, 1.28365, 1.0448, 
0.848, -1.28699, 0.0217205, 0.000385973, 0.00238064, 0.0217794, -0.000231271, 0.00239921, 0.192206, -0.0134742, -10.4215, -0.0347987, -6.22695, 0.00313402, 0.562779, -0.0270113, -0.406882, 0.240235, 1.32259, 1.16198, 
0.85, -1.25178, 0.0217235, 0.00041397, 0.00240258, 0.0217827, -0.000208406, 0.0024201, 0.193415, -0.0135298, -10.4222, -0.0354135, -6.2243, 0.00542798, 0.564865, -0.0282568, -0.406221, -0.606346, 1.32001, 1.12007, 
0.852, -1.21633, 0.0217266, 0.000445997, 0.00241708, 0.0217859, -0.000183058, 0.00243356, 0.194629, -0.0135878, -10.4229, -0.0376044, -6.2217, 0.0074869, 0.567041, -0.0293233, -0.405554, -1.36131, 1.27971, 0.928378, 
0.854, -1.18125, 0.0217297, 0.000480023, 0.00242344, 0.0217891, -0.000157706, 0.00243902, 0.195846, -0.0136476, -10.4236, -0.0410948, -6.2192, 0.00902838, 0.569263, -0.0301238, -0.404867, -1.9621, 1.22043, 0.605743, 
0.856, -1.1469, 0.0217329, 0.000513537, 0.00242158, 0.0217922, -0.000134843, 0.0024365, 0.197068, -0.0137087, -10.4242, -0.0454951, -6.21681, 0.00981674, 0.571466, -0.0305839, -0.404154, -2.3528, 1.17009, 0.179781, 
0.858, -1.11344, 0.0217362, 0.000543782, 0.00241215, 0.0217952, -0.000116685, 0.00242673, 0.198293, -0.0137704, -10.4249, -0.0503208, -6.21448, 0.00968127, 0.573581, -0.0306476, -0.403418, -2.48759, 1.15796, -0.312507, 
0.86, -1.08098, 0.0217395, 0.000568082, 0.00239664, 0.0217981, -0.000104874, 0.00241127, 0.199523, -0.0138319, -10.4256, -0.055023, -6.21212, 0.00853497, 0.575555, -0.0302869, -0.402669, -2.33864, 1.20579, -0.824885, 
0.862, -1.04967, 0.0217429, 0.000584222, 0.00237732, 0.0218009, -0.00010033, 0.00239238, 0.200756, -0.0138924, -10.4263, -0.059035, -6.2096, 0.00639026, 0.577373, -0.0295149, -0.401925, -1.90533, 1.31997, -1.30472, 
0.864, -1.01981, 0.0217463, 0.000590806, 0.00235694, 0.0218038, -0.000103188, 0.00237282, 0.201993, -0.013951, -10.4269, -0.061833, -6.20679, 0.00336558, 0.579066, -0.028392, -0.401205, -1.21981, 1.48774, -1.69926, 
0.866, -0.991929, 0.0217497, 0.000587494, 0.00233842, 0.0218066, -0.000112934, 0.00235543, 0.203232, -0.0140073, -10.4276, -0.0629986, -6.20363, -0.000322699, 0.580701, -0.0270208, -0.400522, -0.344409, 1.68016, -1.96396, 
0.868, -0.96678, 0.0217532, 0.000575039, 0.00232439, 0.0218095, -0.000128615, 0.00234274, 0.204475, -0.0140607, -10.4283, -0.0622644, -6.20009, -0.00438393, 0.582362, -0.0255287, -0.399878, 0.639795, 1.86186, -2.06962, 
0.87, -0.945253, 0.0217565, 0.000555085, 0.00231689, 0.0218125, -0.000149072, 0.00233669, 0.205721, -0.0141113, -10.429, -0.0595339, -6.19623, -0.00848679, 0.58412, -0.0240457, -0.399265, 1.64778, 2.00344, -2.00514, 
0.872, -0.928276, 0.0217599, 0.000529868, 0.00231723, 0.0218155, -0.00017298, 0.00233843, 0.20697, -0.0141591, -10.4296, -0.0548738, -6.19214, -0.0122936, 0.586006, -0.022688, -0.398666, 2.6015, 2.09072, -1.77539, 
0.874, -0.916693, 0.0217631, 0.000501908, 0.00232597, 0.0218186, -0.000198812, 0.00234839, 0.208224, -0.0142043, -10.4303, -0.0484946, -6.18792, -0.0154884, 0.588011, -0.0215534, -0.398064, 3.43323, 2.12757, -1.39692, 
0.876, -0.91118, 0.0217663, 0.000473763, 0.00234297, 0.0218218, -0.000224807, 0.00236636, 0.20948, -0.0142476, -10.4309, -0.0407289, -6.18367, -0.0177967, 0.590089, -0.0207236, -0.397444, 4.08378, 2.13287, -0.89463, 
0.878, -0.912186, 0.0217693, 0.000447887, 0.00236759, 0.0218251, -0.000249041, 0.00239157, 0.210741, -0.0142895, -10.4316, -0.0320138, -6.1794, -0.019002, 0.592172, -0.0202656, -0.396801, 4.5015, 2.13409, -0.300951, 
0.88, -0.919886, 0.0217722, 0.000426449, 0.00239856, 0.0218286, -0.000269563, 0.00242268, 0.212006, -0.0143308, -10.4323, -0.0228714, -6.17511, -0.0189611, 0.594193, -0.0202282, -0.396135, 4.64533, 2.15907, 0.343619, 
0.882, -0.934151, 0.021775, 0.000411177, 0.00243409, 0.021832, -0.000284563, 0.00245786, 0.213275, -0.0143723, -10.4329, -0.013878, -6.17072, -0.0176204, 0.596105, -0.0206319, -0.395459, 4.4922, 2.22744, 0.990755, 
0.884, -0.954509, 0.0217778, 0.000403271, 0.00247209, 0.0218356, -0.000292595, 0.00249504, 0.214547, -0.0144149, -10.4336, -0.00561884, -6.16615, -0.0150282, 0.597897, -0.0214579, -0.39479, 4.0455, 2.3432, 1.58721, 
0.886, -0.980149, 0.0217804, 0.000403437, 0.00251045, 0.0218392, -0.000292841, 0.00253211, 0.215822, -0.0144593, -10.4342, 0.00137007, -6.16131, -0.0113389, 0.599603, -0.0226429, -0.394146, 3.33953, 2.49169, 2.08092, 
0.888, -1.00998, 0.0217831, 0.000411923, 0.00254709, 0.0218428, -0.000285297, 0.0025671, 0.2171, -0.0145062, -10.4349, 0.00665899, -6.15618, -0.00680262, 0.601295, -0.0240856, -0.393538, 2.43606, 2.64323, 2.42883, 
0.89, -1.04273, 0.0217857, 0.000428569, 0.00258011, 0.0218465, -0.000270819, 0.0025982, 0.218382, -0.0145559, -10.4355, 0.00996534, -6.15077, -0.00174068, 0.603057, -0.0256637, -0.392967, 1.41289, 2.76299, 2.60315, 
0.892, -1.07713, 0.0217883, 0.000452806, 0.00260778, 0.02185, -0.000251026, 0.00262382, 0.219667, -0.0146087, -10.4362, 0.0111683, -6.14519, 0.00348687, 0.604958, -0.0272547, -0.392424, 0.349892, 2.82304, 2.5933, 
0.894, -1.11205, 0.021791, 0.000483512, 0.00262852, 0.0218535, -0.000228081, 0.00264252, 0.220956, -0.0146644, -10.4369, 0.0103002, -6.13956, 0.00851337, 0.607028, -0.0287498, -0.39189, -0.68009, 2.81092, 2.40328, 
0.896, -1.14663, 0.0217937, 0.00051895, 0.0026411, 0.0218569, -0.000204461, 0.0026532, 0.222249, -0.0147228, -10.4375, 0.00752854, -6.13401, 0.0129906, 0.609255, -0.0300559, -0.391348, -1.61297, 2.73219, 2.04745, 
0.898, -1.18034, 0.0217966, 0.000556714, 0.00264473, 0.0218602, -0.000182756, 0.00265522, 0.223547, -0.0147836, -10.4381, 0.0031386, -6.12867, 0.016607, 0.611592, -0.0310924, -0.39078, -2.39071, 2.60762, 1.54769, 
0.9, -1.21292, 0.0217995, 0.000593894, 0.00263939, 0.0218633, -0.000165425, 0.00264865, 0.224849, -0.014846, -10.4388, -0.002478, -6.1236, 0.019102, 0.613966, -0.0317881, -0.390178, -2.95961, 2.46744, 0.933125, 
0.902, -1.24432, 0.0218024, 0.000627377, 0.00262594, 0.0218663, -0.000154552, 0.00263444, 0.226155, -0.0149095, -10.4394, -0.00883676, -6.11879, 0.0202829, 0.616302, -0.0320856, -0.389542, -3.27322, 2.34379, 0.241419, 
0.904, -1.27457, 0.0218055, 0.000654222, 0.00260615, 0.0218692, -0.000151546, 0.00261443, 0.227466, -0.0149733, -10.4401, -0.0153843, -6.11418, 0.0200412, 0.618539, -0.0319517, -0.388881, -3.3001, 2.2622, -0.480715, 
0.906, -1.3037, 0.0218087, 0.000672058, 0.00258264, 0.0218719, -0.000156981, 0.00259126, 0.228781, -0.0150364, -10.4407, -0.0215398, -6.10969, 0.0183699, 0.620649, -0.0313898, -0.388213, -3.03334, 2.23381, -1.17964, 
0.908, -1.33154, 0.0218119, 0.000679456, 0.00255856, 0.0218746, -0.000170551, 0.00256806, 0.2301, -0.0150982, -10.4414, -0.0267512, -6.1052, 0.0153709, 0.622652, -0.0304486, -0.387553, -2.49711, 2.25124, -1.80048, 
0.91, -1.35773, 0.0218151, 0.000676162, 0.00253718, 0.0218772, -0.000191236, 0.00254804, 0.231422, -0.0151579, -10.442, -0.0305554, -6.10066, 0.0112497, 0.624601, -0.0292186, -0.386916, -1.74525, 2.29087, -2.29504, 
0.912, -1.38163, 0.0218184, 0.000663118, 0.00252142, 0.0218798, -0.000217609, 0.00253402, 0.232748, -0.0152152, -10.4426, -0.0326259, -6.09605, 0.00629523, 0.626572, -0.0278172, -0.386306, -0.851538, 2.32173, -2.62885, 
0.914, -1.40246, 0.0218217, 0.00064223, 0.00251354, 0.0218824, -0.000248096, 0.00252814, 0.234078, -0.0152698, -10.4433, -0.0327954, -6.09142, 0.000848566, 0.628628, -0.0263677, -0.385716, 0.103803, 2.3172, -2.78438, 
0.916, -1.41935, 0.0218249, 0.000616057, 0.00251488, 0.021885, -0.000281065, 0.0025316, 0.235412, -0.0153216, -10.4439, -0.0310556, -6.08684, -0.00472946, 0.630801, -0.0249851, -0.385131, 1.04437, 2.26411, -2.75962, 
0.918, -1.43148, 0.021828, 0.000587444, 0.00252594, 0.0218876, -0.00031481, 0.00254475, 0.236751, -0.0153709, -10.4445, -0.0275424, -6.08241, -0.0100861, 0.633081, -0.0237702, -0.384535, 1.90103, 2.16604, -2.56459, 
0.92, -1.43814, 0.0218311, 0.000559229, 0.00254636, 0.0218903, -0.00034751, 0.0025671, 0.238094, -0.0154181, -10.4452, -0.0225207, -6.07821, -0.0148984, 0.635424, -0.022811, -0.383916, 2.61094, 2.04109, -2.21878, 
0.922, -1.43882, 0.0218341, 0.000534055, 0.00257515, 0.021893, -0.00037725, 0.00259755, 0.239441, -0.0154638, -10.4458, -0.0163697, -6.07425, -0.0188916, 0.637766, -0.0221831, -0.383267, 3.1174, 1.91626, -1.7506, 
0.924, -1.43325, 0.021837, 0.000514131, 0.00261058, 0.0218958, -0.000402103, 0.00263426, 0.240792, -0.0155085, -10.4464, -0.00956477, -6.07051, -0.0218577, 0.640038, -0.0219445, -0.382589, 3.3737, 1.8198, -1.1981, 
0.926, -1.42145, 0.0218397, 0.000501093, 0.00265046, 0.0218986, -0.000420277, 0.00267498, 0.242148, -0.0155532, -10.447, -0.00264781, -6.06692, -0.0236751, 0.642189, -0.0221248, -0.381894, 3.35112, 1.77266, -0.608718, 
0.928, -1.40377, 0.0218424, 0.000495962, 0.00269239, 0.0219015, -0.00043031, 0.00271727, 0.243508, -0.0155986, -10.4477, 0.00381979, -6.06337, -0.0243237, 0.644202, -0.0227133, -0.381198, 3.04795, 1.78115, -0.0362745, 
0.93, -1.38087, 0.021845, 0.000499141, 0.00273395, 0.0219043, -0.000431329, 0.00275874, 0.244872, -0.0156455, -10.4483, 0.00931661, -6.05975, -0.0238918, 0.646105, -0.023653, -0.380518, 2.49448, 1.83374, 0.465359, 
0.932, -1.35373, 0.0218475, 0.000510536, 0.00277293, 0.0219072, -0.000423255, 0.00279722, 0.246239, -0.0156944, -10.4489, 0.0134213, -6.05602, -0.022568, 0.64796, -0.0248464, -0.379866, 1.74992, 1.90463, 0.850308, 
0.934, -1.32345, 0.02185, 0.000529676, 0.00280741, 0.0219101, -0.000406869, 0.00283087, 0.247609, -0.0157457, -10.4495, 0.015857, -6.05215, -0.0206185, 0.649839, -0.0261722, -0.379244, 0.891352, 1.96344, 1.08729, 
0.936, -1.29119, 0.0218525, 0.000555689, 0.00283572, 0.0219129, -0.000383779, 0.00285815, 0.248983, -0.0157997, -10.4501, 0.0165099, -6.0482, -0.0183555, 0.6518, -0.0275059, -0.378641, 7.80949e-05, 1.98683, 1.162, 
0.938, -1.25793, 0.021855, 0.000587238, 0.00285646, 0.0219157, -0.000356198, 0.00287777, 0.250362, -0.0158561, -10.4508, 0.0154253, -6.04425, -0.0161047, 0.653863, -0.0287329, -0.378044, -0.847563, 1.96667, 1.07515, 
0.94, -1.22442, 0.0218576, 0.00062244, 0.00286858, 0.0219184, -0.000326732, 0.00288881, 0.251744, -0.0159148, -10.4514, 0.0127923, -6.04037, -0.0141789, 0.656009, -0.0297531, -0.377436, -1.58275, 1.912, 0.839046, 
0.942, -1.19115, 0.0218603, 0.000658833, 0.00287154, 0.021921, -0.000298155, 0.00289088, 0.25313, -0.0159752, -10.452, 0.00892719, -6.03661, -0.0128564, 0.658183, -0.0304795, -0.376805, -2.14323, 1.84565, 0.475337, 
0.944, -1.15836, 0.021863, 0.00069354, 0.00286555, 0.0219236, -0.000273177, 0.00288426, 0.25452, -0.0160367, -10.4526, 0.00425813, -6.03297, -0.0123631, 0.660316, -0.0308387, -0.376147, -2.47396, 1.79762, 0.0148835, 
0.946, -1.12614, 0.0218658, 0.000723555, 0.00285168, 0.021926, -0.000254102, 0.0028701, 0.255915, -0.0160986, -10.4532, -0.00069671, -6.02937, -0.0128523, 0.662339, -0.0307786, -0.375467, -2.53229, 1.7965, -0.501572, 
0.948, -1.09456, 0.0218687, 0.000746119, 0.00283186, 0.0219284, -0.00024257, 0.0028504, 0.257313, -0.0161601, -10.4538, -0.00536475, -6.02572, -0.0143868, 0.664209, -0.0302802, -0.374779, -2.29687, 1.86055, -1.02422, 
0.95, -1.06379, 0.0218716, 0.000759112, 0.00280879, 0.0219308, -0.00023936, 0.00282786, 0.258714, -0.0162202, -10.4544, -0.00917206, -6.02186, -0.0169237, 0.665923, -0.0293698, -0.374102, -1.77667, 1.99046, -1.49819, 
0.952, -1.03419, 0.0218745, 0.000761403, 0.0027856, 0.0219331, -0.000244363, 0.00280557, 0.260118, -0.0162783, -10.455, -0.0116078, -6.01771, -0.0203123, 0.667526, -0.0281224, -0.373453, -1.01442, 2.16748, -1.87094, 
0.954, -1.00637, 0.0218775, 0.000753035, 0.00276543, 0.0219355, -0.000256815, 0.0027866, 0.261526, -0.0163337, -10.4556, -0.0122845, -6.01318, -0.024307, 0.669095, -0.0266524, -0.372844, -0.0809527, 2.35875, -2.10077, 
0.956, -0.981144, 0.0218804, 0.000735183, 0.00275097, 0.0219378, -0.000275533, 0.00277355, 0.262936, -0.0163863, -10.4562, -0.0109781, -6.0083, -0.0285954, 0.670715, -0.0250932, -0.372272, 0.938305, 2.52877, -2.16306, 
0.958, -0.959465, 0.0218834, 0.000709885, 0.00274426, 0.0219403, -0.000299101, 0.00276832, 0.26435, -0.0164358, -10.4568, -0.00763838, -6.00312, -0.032834, 0.672446, -0.0235749, -0.371726, 1.95795, 2.6516, -2.05141, 
0.96, -0.942292, 0.0218862, 0.000679731, 0.00274645, 0.0219429, -0.000325912, 0.00277191, 0.265767, -0.0164826, -10.4574, -0.00237679, -5.99775, -0.0366814, 0.67431, -0.0222117, -0.371189, 2.90144, 2.71848, -1.77448, 
0.962, -0.930477, 0.021889, 0.000647521, 0.00275792, 0.0219455, -0.000354146, 0.00278459, 0.267188, -0.0165268, -10.458, 0.00455522, -5.99229, -0.0398245, 0.676282, -0.0210998, -0.370643, 3.70228, 2.73861, -1.35157, 
0.964, -0.924686, 0.0218917, 0.000616044, 0.00277836, 0.0219482, -0.000381779, 0.00280594, 0.268612, -0.0165691, -10.4586, 0.0127862, -5.98681, -0.0419973, 0.678308, -0.02032, -0.370076, 4.302, 2.73478, -0.810181, 
0.966, -0.925347, 0.0218943, 0.000587908, 0.00280681, 0.0219511, -0.000406677, 0.0028349, 0.27004, -0.0166102, -10.4592, 0.0218426, -5.98134, -0.042997, 0.680317, -0.019938, -0.369484, 4.65018, 2.73609, -0.185714, 
0.968, -0.932607, 0.0218968, 0.00056536, 0.00284169, 0.021954, -0.000426754, 0.00286981, 0.271472, -0.0166509, -10.4598, 0.0311712, -5.97584, -0.0427007, 0.682243, -0.019998, -0.368873, 4.70926, 2.76929, 0.477905, 
0.97, -0.946286, 0.0218991, 0.000550128, 0.00288092, 0.021957, -0.000440175, 0.00290858, 0.272908, -0.016692, -10.4604, 0.0401749, -5.97022, -0.0410813, 0.684049, -0.0205113, -0.368256, 4.46288, 2.85011, 1.12918, 
0.972, -0.965858, 0.0219014, 0.000543366, 0.00292218, 0.0219601, -0.00044559, 0.00294888, 0.274347, -0.0167344, -10.461, 0.048264, -5.9644, -0.038219, 0.685737, -0.021446, -0.367651, 3.92386, 2.97672, 1.7131, 
0.974, -0.990464, 0.0219036, 0.000545641, 0.00296308, 0.0219632, -0.000442386, 0.00298838, 0.275789, -0.0167788, -10.4616, 0.0549176, -5.95829, -0.034301, 0.687358, -0.022725, -0.367077, 3.13663, 3.12858, 2.17825, 
0.976, -1.01898, 0.0219057, 0.00055703, 0.0030014, 0.0219663, -0.000430844, 0.00302493, 0.277234, -0.0168258, -10.4621, 0.0597379, -5.9519, -0.0296063, 0.688991, -0.024236, -0.36654, 2.17072, 3.27243, 2.48469, 
0.978, -1.05017, 0.0219079, 0.000577177, 0.00303506, 0.0219695, -0.000412148, 0.00305659, 0.278682, -0.0168758, -10.4627, 0.0624846, -5.94526, -0.0244777, 0.69072, -0.0258519, -0.366038, 1.10752, 3.37371, 2.60922, 
0.98, -1.08282, 0.0219101, 0.000605212, 0.00306222, 0.0219725, -0.000388233, 0.00308163, 0.280133, -0.0169289, -10.4633, 0.0630818, -5.93848, -0.0192874, 0.692603, -0.0274503, -0.36556, 0.0269474, 3.4082, 2.54573, 
0.982, -1.11591, 0.0219123, 0.000639623, 0.00308126, 0.0219755, -0.000361558, 0.00309861, 0.281589, -0.0169849, -10.4639, 0.0616045, -5.93171, -0.0144064, 0.69466, -0.028924, -0.365084, -0.999567, 3.36906, 2.30167, 
0.984, -1.14873, 0.0219146, 0.000678231, 0.003091, 0.0219784, -0.000334871, 0.00310646, 0.283048, -0.0170435, -10.4645, 0.0582598, -5.92508, -0.0101813, 0.696864, -0.0301809, -0.364594, -1.90866, 3.26734, 1.89394, 
0.986, -1.18088, 0.021917, 0.000718209, 0.00309088, 0.0219812, -0.000310983, 0.00310477, 0.284512, -0.0171044, -10.4651, 0.0533722, -5.91868, -0.00691685, 0.699159, -0.0311396, -0.364075, -2.64219, 3.12807, 1.34683, 
0.988, -1.2122, 0.0219194, 0.000756311, 0.0030812, 0.0219838, -0.000292529, 0.00309394, 0.28598, -0.0171667, -10.4656, 0.0473714, -5.91257, -0.00486116, 0.701466, -0.031729, -0.36352, -3.14673, 2.98364, 0.692538, 
0.99, -1.24272, 0.021922, 0.000789223, 0.00306326, 0.0219863, -0.000281621, 0.00307534, 0.287453, -0.0172299, -10.4662, 0.040777, -5.90673, -0.00418808, 0.70371, -0.031895, -0.362934, -3.37834, 2.8657, -0.0275441, 
0.992, -1.27251, 0.0219246, 0.000813973, 0.0030393, 0.0219886, -0.000279595, 0.00305129, 0.288929, -0.0172931, -10.4668, 0.0341685, -5.90106, -0.00497908, 0.705839, -0.0316122, -0.362327, -3.31155, 2.79641, -0.762967, 
0.994, -1.30155, 0.0219274, 0.00082835, 0.00301238, 0.0219908, -0.000286827, 0.00302485, 0.29041, -0.0173553, -10.4674, 0.0281372, -5.89548, -0.00720841, 0.70784, -0.0308974, -0.361718, -2.9488, 2.78128, -1.45759, 
0.996, -1.32962, 0.0219302, 0.000831243, 0.00298597, 0.021993, -0.000302758, 0.00299946, 0.291894, -0.017416, -10.4679, 0.023226, -5.88989, -0.0107385, 0.709743, -0.0298141, -0.361124, -2.32489, 2.80681, -2.05637, 
0.998, -1.35625, 0.021933, 0.000822827, 0.00296351, 0.0219951, -0.000326131, 0.0029785, 0.293382, -0.0174743, -10.4685, 0.0198694, -5.88424, -0.0153307, 0.711616, -0.0284655, -0.360556, -1.50265, 2.84518, -2.51367, 
1, -1.38073, 0.0219358, 0.000804486, 0.00294797, 0.0219972, -0.000355292, 0.0029648, 0.294874, -0.01753, -10.4691, 0.0183529, -5.87853, -0.02067, 0.713533, -0.0269759, -0.360013, -0.560945, 2.86484, -2.79941, 
1.002, -1.40217, 0.0219386, 0.000778538, 0.00294149, 0.0219993, -0.000388464, 0.0029604, 0.296369, -0.0175828, -10.4697, 0.0187971, -5.87282, -0.0263984, 0.715552, -0.0254707, -0.359487, 0.418712, 2.84223, -2.90076, 
1.004, -1.41967, 0.0219414, 0.00074788, 0.00294521, 0.0220014, -0.000423803, 0.00296628, 0.297868, -0.0176329, -10.4702, 0.0211643, -5.86721, -0.0321471, 0.71769, -0.024064, -0.358961, 1.36053, 2.76928, -2.81974, 
1.006, -1.43238, 0.0219441, 0.000715602, 0.00295939, 0.0220036, -0.000459372, 0.00298255, 0.299371, -0.0176804, -10.4708, 0.0252741, -5.86178, -0.0375626, 0.719927, -0.0228559, -0.358419, 2.19597, 2.65486, -2.56961, 
1.008, -1.4396, 0.0219468, 0.000684722, 0.00298342, 0.0220058, -0.000493137, 0.00300849, 0.300879, -0.0177259, -10.4714, 0.030819, -5.8566, -0.0423275, 0.722209, -0.0219343, -0.357851, 2.86252, 2.52114, -2.17297, 
1.01, -1.44081, 0.0219493, 0.000657948, 0.00301595, 0.022008, -0.000523008, 0.0030426, 0.302391, -0.0177699, -10.4719, 0.0373791, -5.85168, -0.0461795, 0.724466, -0.0213736, -0.357252, 3.30464, 2.39711, -1.66185, 
1.012, -1.43579, 0.0219517, 0.000637518, 0.003055, 0.0220103, -0.000546941, 0.00308283, 0.303907, -0.0178133, -10.4725, 0.0444434, -5.84697, -0.0489307, 0.726631, -0.0212269, -0.356627, 3.47925, 2.31021, -1.07833, 
1.014, -1.42459, 0.021954, 0.000625024, 0.00309814, 0.0220127, -0.000563114, 0.00312668, 0.305428, -0.0178568, -10.473, 0.0514458, -5.84238, -0.0504869, 0.728662, -0.021514, -0.35599, 3.36471, 2.27777, -0.473577, 
1.016, -1.40761, 0.0219562, 0.000621354, 0.00314271, 0.022015, -0.00057016, 0.00317148, 0.306952, -0.0179011, -10.4736, 0.057818, -5.8378, -0.0508616, 0.730557, -0.0222101, -0.355358, 2.96941, 2.30044, 0.096408, 
1.018, -1.38559, 0.0219583, 0.000626768, 0.00318615, 0.0220174, -0.000567403, 0.00321468, 0.308479, -0.0179472, -10.4742, 0.0630525, -5.83314, -0.0501786, 0.732356, -0.0232431, -0.354747, 2.33445, 2.36095, 0.57809, 
1.02, -1.3595, 0.0219604, 0.000641013, 0.00322613, 0.0220198, -0.000555042, 0.00325402, 0.31001, -0.0179955, -10.4747, 0.0667601, -5.82835, -0.0486587, 0.734129, -0.0245034, -0.354166, 1.5276, 2.43011, 0.928586, 
1.022, -1.33045, 0.0219625, 0.000663416, 0.00326062, 0.0220222, -0.000534206, 0.00328757, 0.311544, -0.0180463, -10.4753, 0.0687083, -5.82345, -0.0465924, 0.735949, -0.0258636, -0.353613, 0.630314, 2.4779, 1.12124, 
1.024, -1.29953, 0.0219645, 0.000692845, 0.00328789, 0.0220245, -0.000506836, 0.00331371, 0.313082, -0.0180997, -10.4758, 0.0688315, -5.81849, -0.0443069, 0.737864, -0.0271979, -0.353076, -0.275345, 2.48477, 1.14647, 
1.026, -1.26762, 0.0219666, 0.000727607, 0.00330652, 0.0220267, -0.000475455, 0.00333117, 0.314624, -0.0181556, -10.4764, 0.0672221, -5.81356, -0.0421344, 0.739881, -0.028393, -0.352539, -1.11391, 2.44807, 1.00895, 
1.028, -1.23535, 0.0219688, 0.000765426, 0.00331555, 0.022029, -0.000442943, 0.00333911, 0.316169, -0.0182137, -10.4769, 0.0641139, -5.80873, -0.0403867, 0.741969, -0.0293496, -0.351986, -1.81731, 2.38208, 0.724227, 
1.03, -1.20309, 0.021971, 0.000803472, 0.00331467, 0.0220311, -0.000412303, 0.00333734, 0.317719, -0.0182733, -10.4775, 0.0598662, -5.80404, -0.0393348, 0.744065, -0.0299812, -0.351408, -2.324, 2.31328, 0.317205, 
1.032, -1.171, 0.0219733, 0.000838577, 0.00330442, 0.0220332, -0.000386332, 0.00332649, 0.319272, -0.0183339, -10.478, 0.0549466, -5.79945, -0.0391898, 0.746095, -0.0302172, -0.350802, -2.58086, 2.27284, -0.177498, 
1.034, -1.13912, 0.0219757, 0.00086758, 0.00328625, 0.0220351, -0.000367383, 0.00330811, 0.320829, -0.0183945, -10.4786, 0.0499059, -5.79489, -0.0400828, 0.747995, -0.0300118, -0.350178, -2.55007, 2.28756, -0.715095, 
1.036, -1.10752, 0.0219781, 0.000887733, 0.00326255, 0.0220371, -0.000356987, 0.00328462, 0.32239, -0.0184544, -10.4791, 0.0453353, -5.79023, -0.0420464, 0.749733, -0.0293581, -0.349552, -2.21867, 2.37096, -1.24238, 
1.038, -1.07643, 0.0219806, 0.000897111, 0.00323641, 0.0220389, -0.000355687, 0.00325909, 0.323954, -0.0185128, -10.4797, 0.0418082, -5.78534, -0.0450032, 0.751322, -0.0282979, -0.348943, -1.60667, 2.51728, -1.70301, 
1.04, -1.04628, 0.0219831, 0.000894917, 0.0032112, 0.0220408, -0.000363148, 0.00323489, 0.325521, -0.0185688, -10.4802, 0.039813, -5.78012, -0.0487674, 0.75282, -0.0269217, -0.348367, -0.767721, 2.70186, -2.04578, 
1.042, -1.01779, 0.0219857, 0.000881614, 0.00319019, 0.0220427, -0.000378372, 0.00321517, 0.32709, -0.018622, -10.4807, 0.0396975, -5.77452, -0.0530641, 0.754312, -0.025355, -0.34783, 0.219629, 2.88891, -2.23299, 
1.044, -0.991867, 0.0219882, 0.000858777, 0.0031761, 0.0220446, -0.000399966, 0.00320254, 0.328663, -0.0186721, -10.4813, 0.0416363, -5.76859, -0.057561, 0.755879, -0.0237353, -0.347329, 1.26696, 3.04415, -2.24528, 
